,Unnamed: 0,Feature_Index,T-Value,P-Value,Test_Name
234,14644,14645,-2.463,0.01382999893869,Mann_Whitney
235,14651,14652,-2.375,0.0176531623603264,Mann_Whitney
236,14776,14777,-2.306,0.021195448490396,Mann_Whitney
237,14869,14870,-1.983,0.047520944457288,Mann_Whitney
238,15120,15121,-3.061,0.0022167146551808,Mann_Whitney
239,15121,15122,-2.527,0.0115746270372634,Mann_Whitney
240,15226,15227,-2.542,0.0110781708813463,Mann_Whitney
241,15401,15402,-2.412,0.0159349184741752,Mann_Whitney
242,15469,15470,-2.052,0.0403697036767682,Mann_Whitney
243,15470,15471,-2.699,0.0069885637725488,Mann_Whitney
244,15807,15808,-2.072,0.0384106514003718,Mann_Whitney
245,15811,15812,-2.178,0.0295279569194159,Mann_Whitney
246,15852,15853,-2.089,0.0368395747757567,Mann_Whitney
247,15853,15854,-1.98,0.0479060217869792,Mann_Whitney
248,15989,15990,-3.135,0.0017303001298655,Mann_Whitney
249,16001,16002,-2.265,0.023605455627547,Mann_Whitney
250,16046,16047,-2.67,0.0076224638286062,Mann_Whitney
251,16168,16169,-2.542,0.0110780823197597,Mann_Whitney
252,16179,16180,-2.002,0.0454561270074544,Mann_Whitney
253,16225,16226,-2.053,0.0402026163937823,Mann_Whitney
254,16348,16349,-2.129,0.0334345460714604,Mann_Whitney
255,16540,16541,-2.528,0.0115184409944628,Mann_Whitney
256,16541,16542,-2.125,0.0337198556062983,Mann_Whitney
257,16570,16571,-3.186,0.0014512815286374,Mann_Whitney
258,16580,16581,-2.053,0.040202506592877,Mann_Whitney
259,16586,16587,-2.047,0.0408716105436761,Mann_Whitney
260,16711,16712,-2.207,0.0274255982492869,Mann_Whitney
261,16768,16769,-2.52,0.011801717211777,Mann_Whitney
262,16906,16907,-2.337,0.0195314026590562,Mann_Whitney
263,16986,16987,-2.277,0.0228790963691498,Mann_Whitney
264,17274,17275,-2.363,0.018232821679806,Mann_Whitney
265,17288,17289,-2.036,0.0418941329003264,Mann_Whitney
266,17297,17298,-2.246,0.0247879074040477,Mann_Whitney
267,17304,17305,-2.286,0.022372694026173,Mann_Whitney
268,17336,17337,-1.994,0.0463858432637786,Mann_Whitney
269,17470,17471,-2.187,0.0288956839912667,Mann_Whitney
270,17585,17586,-1.985,0.0473311489345314,Mann_Whitney
271,17719,17720,-2.737,0.0062385185403315,Mann_Whitney
272,17734,17735,-2.349,0.0189155698172943,Mann_Whitney
273,17736,17737,-2.535,0.0112962440064131,Mann_Whitney
274,17741,17742,-2.18,0.0294009157104837,Mann_Whitney
275,17758,17759,-2.245,0.0248972235704164,Mann_Whitney
276,17800,17801,-2.028,0.0427617173729451,Mann_Whitney
277,17832,17833,-2.228,0.0260204925247808,Mann_Whitney
278,17833,17834,-2.509,0.0121493824755395,Mann_Whitney
279,17836,17837,-2.424,0.0154202576818915,Mann_Whitney
280,17837,17838,-2.234,0.0255664878556859,Mann_Whitney
281,17842,17843,-3.0,0.0027171667617487,Mann_Whitney
282,17844,17845,-2.422,0.0154929054832308,Mann_Whitney
283,17845,17846,-2.757,0.0058607507601798,Mann_Whitney
284,17850,17851,-2.381,0.0173293564858389,Mann_Whitney
285,17852,17853,-2.258,0.0240298697833926,Mann_Whitney
286,17855,17856,-2.298,0.0216787636848528,Mann_Whitney
287,17864,17865,-2.836,0.0045962096571112,Mann_Whitney
288,17866,17867,-2.662,0.0078185248705652,Mann_Whitney
289,17869,17870,-1.99,0.0467613635695574,Mann_Whitney
290,17870,17871,-2.679,0.0074309519865712,Mann_Whitney
291,17881,17882,-2.474,0.0134397622775739,Mann_Whitney
292,17882,17883,-2.058,0.0397073683134861,Mann_Whitney
293,17884,17885,-1.98,0.0479058990283104,Mann_Whitney
294,17941,17942,-2.299,0.0215819883182592,Mann_Whitney
295,17950,17951,-2.06,0.0395430426676556,Mann_Whitney
296,18013,18014,-2.332,0.019799979171157,Mann_Whitney
297,18024,18025,-2.065,0.0390543850264231,Mann_Whitney
298,18180,18181,-2.04,0.0415509135769836,Mann_Whitney
299,18203,18204,-2.74,0.0061740400644522,Mann_Whitney
300,18211,18212,-2.634,0.008476449346346,Mann_Whitney
301,18225,18226,-2.248,0.0246782961624402,Mann_Whitney
302,18246,18247,-3.575,0.000351914250666,Mann_Whitney
303,18333,18334,-2.837,0.004571609482425,Mann_Whitney
304,18561,18562,-2.137,0.0327309126372445,Mann_Whitney
305,18593,18594,-2.262,0.0238171130767989,Mann_Whitney
306,18597,18598,-2.122,0.0340068501689312,Mann_Whitney
307,19168,19169,-2.8,0.0051391816339733,Mann_Whitney
308,19179,19180,-2.39,0.0169316004716635,Mann_Whitney
309,19211,19212,-2.417,0.0157126592208594,Mann_Whitney
310,19225,19226,-2.738,0.0062062465315611,Mann_Whitney
311,19495,19496,-1.965,0.0496664623900551,Mann_Whitney
312,19678,19679,-2.327,0.0200728721636261,Mann_Whitney
313,19800,19801,-2.228,0.0260205745897263,Mann_Whitney
314,19803,19804,-1.966,0.0494679798187263,Mann_Whitney
315,19815,19816,-2.942,0.0032825019495448,Mann_Whitney
316,19818,19819,-2.12,0.034151079590779,Mann_Whitney
317,19875,19876,-2.911,0.0036233759769828,Mann_Whitney
318,19877,19878,-2.568,0.0102923192715426,Mann_Whitney
319,19885,19886,-2.183,0.0291472693726025,Mann_Whitney
320,20302,20303,-2.219,0.0265984555112937,Mann_Whitney
321,20371,20372,-2.064,0.0392168778790538,Mann_Whitney
322,20407,20408,-1.97,0.0490740061503594,Mann_Whitney
323,20490,20491,-2.193,0.0283986393978378,Mann_Whitney
324,20493,20494,-2.089,0.0368400934088012,Mann_Whitney
325,20707,20708,-2.351,0.0188290784433953,Mann_Whitney
326,20830,20831,-2.067,0.0388927865937664,Mann_Whitney
327,20871,20872,-2.077,0.0379333941040322,Mann_Whitney
328,20877,20878,-1.988,0.0469508092557842,Mann_Whitney
329,20895,20896,-2.299,0.0215817722540917,Mann_Whitney
330,20897,20898,-2.397,0.0166194493286203,Mann_Whitney
331,20990,20991,-2.04,0.0415510257378221,Mann_Whitney
332,21304,21305,-2.576,0.0100416872464799,Mann_Whitney
333,21322,21323,-1.985,0.0473310271008247,Mann_Whitney
334,21390,21391,-2.962,0.0030716988326496,Mann_Whitney
335,21401,21402,-2.105,0.0354739541932208,Mann_Whitney
336,21529,21530,-2.487,0.012934796701095,Mann_Whitney
337,21597,21598,-2.287,0.0222720468373286,Mann_Whitney
338,21627,21628,-3.247,0.0011713669282992,Mann_Whitney
339,21635,21636,-2.033,0.0422391808104618,Mann_Whitney
340,21663,21664,-2.081,0.0376180315032416,Mann_Whitney
341,21737,21738,-3.295,0.0009891959992319,Mann_Whitney
342,21871,21872,-2.072,0.0384101184133655,Mann_Whitney
343,21892,21893,-2.207,0.0274237263492162,Mann_Whitney
344,21894,21895,-2.195,0.0282753618840548,Mann_Whitney
345,21897,21898,-1.985,0.0473311489345314,Mann_Whitney
346,21900,21901,-1.987,0.0471401704560411,Mann_Whitney
347,21901,21902,-1.995,0.0461983181325739,Mann_Whitney
348,21916,21917,-2.105,0.0354737518365713,Mann_Whitney
349,21925,21926,-3.237,0.0012143071306745,Mann_Whitney
350,21928,21929,-1.992,0.0465732845501035,Mann_Whitney
351,21932,21933,-2.158,0.0310942402116485,Mann_Whitney
352,22134,22135,-2.501,0.012446594586564,Mann_Whitney
353,22156,22157,-2.416,0.015786517365095,Mann_Whitney
354,22281,22282,-2.024,0.0431124518906427,Mann_Whitney
355,22290,22291,-2.889,0.0038891939002944,Mann_Whitney
356,22579,22580,-2.366,0.0180655279098065,Mann_Whitney
357,22953,22954,-2.038,0.0417222808390714,Mann_Whitney
358,23006,23007,-3.031,0.0024552702926655,Mann_Whitney
359,23010,23011,-2.605,0.0092293812765256,Mann_Whitney
360,23075,23076,-2.241,0.0251191940527808,Mann_Whitney
361,23162,23163,-2.118,0.0342961285000876,Mann_Whitney
362,23196,23197,-2.04,0.0415510257378221,Mann_Whitney
363,23505,23506,-2.077,0.0379334998360129,Mann_Whitney
364,23516,23517,-2.036,0.041894020145654,Mann_Whitney
365,23722,23723,-2.356,0.0185713533317642,Mann_Whitney
366,23752,23753,-2.691,0.0071699849734263,Mann_Whitney
367,24311,24312,-3.024,0.0025114343977007,Mann_Whitney
368,24315,24316,-2.298,0.0216792694370694,Mann_Whitney
369,24434,24435,-2.398,0.0165421759559504,Mann_Whitney
370,24475,24476,-2.402,0.0163883979360154,Mann_Whitney
371,24481,24482,-2.149,0.031768035771941,Mann_Whitney
372,24499,24500,-1.987,0.047140778085548,Mann_Whitney
373,24532,24533,-2.834,0.0046207718614717,Mann_Whitney
374,24886,24887,-2.006,0.045089111520876,Mann_Whitney
375,24977,24978,-2.713,0.0067069492939927,Mann_Whitney
376,25044,25045,-2.46,0.0139625462824296,Mann_Whitney
377,25046,25047,-2.643,0.0082658016565985,Mann_Whitney
378,25141,25142,-2.074,0.0382510018097167,Mann_Whitney
379,25174,25175,-1.97,0.0490738815326717,Mann_Whitney
380,25269,25270,-2.26,0.0239234024023717,Mann_Whitney
381,25389,25390,-2.147,0.0319040978369633,Mann_Whitney
382,25426,25427,-2.045,0.0410409377339403,Mann_Whitney
383,25448,25449,-1.965,0.0496667134928199,Mann_Whitney
384,25513,25514,-2.134,0.0330109840014066,Mann_Whitney
385,25549,25550,-2.33,0.0198906949031485,Mann_Whitney
386,25566,25567,-2.156,0.0312280097438704,Mann_Whitney
387,25568,25569,-2.18,0.0294010941527827,Mann_Whitney
388,25573,25574,-2.32,0.0204411820308026,Mann_Whitney
389,25581,25582,-2.378,0.0174905403910996,Mann_Whitney
390,25582,25583,-2.781,0.0054461151515227,Mann_Whitney
391,25583,25584,-2.122,0.0340071453293548,Mann_Whitney
392,25586,25587,-2.2,0.0279086358210489,Mann_Whitney
393,25588,25589,-2.212,0.0270681523207838,Mann_Whitney
394,25590,25591,-2.409,0.016084837199566,Mann_Whitney
395,25596,25597,-2.667,0.0077004068952311,Mann_Whitney
396,25615,25616,-2.146,0.0320404702306981,Mann_Whitney
397,25616,25617,-2.597,0.0094620033978511,Mann_Whitney
398,25623,25624,-2.574,0.0100913826207313,Mann_Whitney
399,25654,25655,-2.318,0.0205339667841452,Mann_Whitney
400,25757,25758,-1.975,0.0484872464830598,Mann_Whitney
401,25768,25769,-2.233,0.025679178947579,Mann_Whitney
402,26459,26460,-2.11,0.0350284869746377,Mann_Whitney
403,26985,26986,-2.32,0.0204411127248381,Mann_Whitney
404,27450,27451,-2.076,0.0380919165546,Mann_Whitney
405,27849,27850,-1.994,0.046385722965055,Mann_Whitney
406,27919,27920,-2.79,0.0053045820965509,Mann_Whitney
407,28034,28035,-2.665,0.0077394433191589,Mann_Whitney
408,28036,28037,-2.805,0.0050581209586936,Mann_Whitney
409,28065,28066,-2.234,0.0255664878556859,Mann_Whitney
410,28068,28069,-2.033,0.0422392941602552,Mann_Whitney
411,28072,28073,-2.363,0.0182325023230014,Mann_Whitney
412,28083,28084,-2.017,0.0438228485577142,Mann_Whitney
413,28118,28119,-1.968,0.0492702875713413,Mann_Whitney
414,28154,28155,-2.098,0.0360759013873448,Mann_Whitney
415,28155,28156,-2.079,0.0377755383733904,Mann_Whitney
416,28537,28538,-1.982,0.0477138305303437,Mann_Whitney
417,28543,28544,-2.029,0.0425864028361156,Mann_Whitney
418,28558,28559,-2.231,0.0257925444992797,Mann_Whitney
419,28630,28631,-2.076,0.038092022574728,Mann_Whitney
420,28640,28641,-2.568,0.0102918165376907,Mann_Whitney
421,28659,28660,-2.269,0.0233960406440843,Mann_Whitney
422,28702,28703,-2.036,0.0418933436191045,Mann_Whitney
423,28716,28717,-2.108,0.0351764088125482,Mann_Whitney
424,28720,28721,-2.188,0.0287705498268535,Mann_Whitney
425,28723,28724,-2.24,0.025230176718484,Mann_Whitney
426,28729,28730,-2.216,0.0268322904473303,Mann_Whitney
427,28761,28762,-2.074,0.0382503639592421,Mann_Whitney
428,28763,28764,-2.498,0.0125668225062981,Mann_Whitney
429,28767,28768,-2.002,0.0454563645517269,Mann_Whitney
430,28770,28771,-2.404,0.0163121281045818,Mann_Whitney
431,28772,28773,-2.72,0.0065699441252511,Mann_Whitney
432,28774,28775,-2.029,0.0425865167823112,Mann_Whitney
433,28776,28777,-2.161,0.0308287283294068,Mann_Whitney
434,28782,28783,-2.24,0.0252298553865259,Mann_Whitney
435,28784,28785,-2.308,0.0210999910665829,Mann_Whitney
436,28797,28798,-2.766,0.0057095172941783,Mann_Whitney
437,28806,28807,-2.475,0.0133757795012453,Mann_Whitney
438,28828,28829,-2.296,0.0217771497675535,Mann_Whitney
439,28834,28835,-2.193,0.0283988136773979,Mann_Whitney
440,28836,28837,-2.002,0.045456245779558,Mann_Whitney
441,28843,28844,-2.147,0.0319040035567446,Mann_Whitney
442,28857,28858,-2.014,0.044181269910292,Mann_Whitney
443,28869,28870,-2.129,0.0334349351994386,Mann_Whitney
444,28887,28888,-1.978,0.048098371149203,Mann_Whitney
445,28898,28899,-1.975,0.0484868754227811,Mann_Whitney
446,28921,28922,-2.007,0.0449057770652439,Mann_Whitney
447,28990,28991,-2.031,0.0424126047287642,Mann_Whitney
448,29016,29017,-2.05,0.0405364952121903,Mann_Whitney
449,29050,29051,-1.988,0.0469511729118275,Mann_Whitney
450,29052,29053,-2.117,0.0344413063330741,Mann_Whitney
451,29167,29168,-2.009,0.0447236584452622,Mann_Whitney
452,29189,29190,-2.327,0.0200726669150866,Mann_Whitney
453,29291,29292,-2.009,0.0447233057747649,Mann_Whitney
454,29302,29303,-2.356,0.0185714180525697,Mann_Whitney
455,29308,29309,-2.181,0.0292735449158892,Mann_Whitney
456,29309,29310,-2.315,0.0207210594640827,Mann_Whitney
457,29318,29319,-2.088,0.0369948249248345,Mann_Whitney
458,29319,29320,-2.289,0.0221723801722689,Mann_Whitney
459,29321,29322,-2.366,0.0180652741113756,Mann_Whitney
460,29324,29325,-2.578,0.0099918412296829,Mann_Whitney
461,29332,29333,-2.421,0.015565854317331,Mann_Whitney
462,29378,29379,-2.4,0.0164649809688237,Mann_Whitney
463,29379,29380,-2.395,0.0166969795620748,Mann_Whitney
464,29568,29569,-2.033,0.0422388407615029,Mann_Whitney
465,29574,29575,-2.156,0.0312282885433135,Mann_Whitney
466,29592,29593,-2.359,0.0184012131245507,Mann_Whitney
467,30074,30075,-2.46,0.0139621781009897,Mann_Whitney
468,30080,30081,-2.376,0.0175715620706234,Mann_Whitney
469,30374,30375,-2.409,0.0160848955380734,Mann_Whitney
470,30382,30383,-2.185,0.0290217284637715,Mann_Whitney
471,30524,30525,-2.031,0.0424127183766427,Mann_Whitney
472,30529,30530,-2.089,0.0368398859553509,Mann_Whitney
473,30535,30536,-2.017,0.0438227325113504,Mann_Whitney
474,30537,30538,-2.106,0.0353245609719663,Mann_Whitney
475,30538,30539,-2.434,0.0149905241649327,Mann_Whitney
476,30539,30540,-2.069,0.0387314353696413,Mann_Whitney
477,30542,30543,-2.345,0.0190897277187451,Mann_Whitney
478,30544,30545,-2.041,0.0413800304290183,Mann_Whitney
479,30545,30546,-2.004,0.0452722463668124,Mann_Whitney
480,30546,30547,-2.168,0.0303023594625228,Mann_Whitney
481,30552,30553,-2.108,0.0351765094293548,Mann_Whitney
482,30570,30571,-2.419,0.0156392195308829,Mann_Whitney
483,30577,30578,-2.142,0.0323152863538002,Mann_Whitney
484,30693,30694,-3.34,0.0008438348718263,Mann_Whitney
485,30698,30699,-2.214,0.0269505450630757,Mann_Whitney
486,30823,30824,-1.999,0.045826135777645,Mann_Whitney
487,31008,31009,-2.152,0.0314965629718037,Mann_Whitney
488,31064,31065,-2.031,0.0424118091955741,Mann_Whitney
489,31126,31127,-2.291,0.0220731018461745,Mann_Whitney
490,31130,31131,-2.434,0.0149906349947389,Mann_Whitney
491,31132,31133,-1.997,0.0460108327284976,Mann_Whitney
492,31148,31149,-2.18,0.0294010049315904,Mann_Whitney
493,31149,31150,-2.831,0.0046702079973593,Mann_Whitney
494,31153,31154,-2.248,0.0246782170523452,Mann_Whitney
495,31190,31191,-2.132,0.0331518837905928,Mann_Whitney
496,31213,31214,-2.427,0.0152748497536745,Mann_Whitney
497,31215,31216,-2.096,0.0362273824243246,Mann_Whitney
498,31266,31267,-2.503,0.0123864787158543,Mann_Whitney
499,31267,31268,-2.274,0.023084792033438,Mann_Whitney
500,31270,31271,-2.067,0.0388926791271176,Mann_Whitney
501,31273,31274,-2.069,0.0387315425462181,Mann_Whitney
502,31280,31281,-2.048,0.040704092332891,Mann_Whitney
503,31281,31282,-2.108,0.0351765094293548,Mann_Whitney
504,31282,31283,-2.586,0.0097480661001476,Mann_Whitney
505,31283,31284,-2.27,0.0232921673448446,Mann_Whitney
506,31286,31287,-2.13,0.0332933946596927,Mann_Whitney
507,31287,31288,-2.211,0.0271871335816701,Mann_Whitney
508,31288,31289,-2.725,0.0064689793859619,Mann_Whitney
509,31290,31291,-2.937,0.0033371177438849,Mann_Whitney
510,31291,31292,-2.113,0.0347336377372683,Mann_Whitney
511,31296,31297,-3.095,0.0019766825082984,Mann_Whitney
512,31303,31304,-2.814,0.0049258608474528,Mann_Whitney
513,31305,31306,-2.007,0.044906130646017,Mann_Whitney
514,31312,31313,-1.966,0.049467478860606,Mann_Whitney
515,31315,31316,-1.97,0.0490732584451307,Mann_Whitney
516,31342,31343,-2.662,0.0078185248705652,Mann_Whitney
517,31350,31351,-2.12,0.034151375582703,Mann_Whitney
518,31432,31433,-2.11,0.0350284869746377,Mann_Whitney
519,31477,31478,-2.337,0.0195314026590562,Mann_Whitney
520,31492,31493,-2.0,0.0456407559679682,Mann_Whitney
521,31603,31604,-2.033,0.0422392941602552,Mann_Whitney
522,31684,31685,-2.226,0.0261347478809826,Mann_Whitney
523,31876,31877,-2.414,0.0158605652009911,Mann_Whitney
524,31879,31880,-2.263,0.0237112335078913,Mann_Whitney
525,31883,31884,-2.152,0.0314968433828908,Mann_Whitney
526,31995,31996,-2.045,0.0410409377339403,Mann_Whitney
527,32154,32155,-2.009,0.0447238935592598,Mann_Whitney
528,32155,32156,-2.337,0.0195310671783662,Mann_Whitney
529,32219,32220,-2.412,0.0159349764165958,Mann_Whitney
530,32221,32222,-2.125,0.0337198556062983,Mann_Whitney
531,32288,32289,-2.638,0.0083916853900659,Mann_Whitney
532,32291,32292,-2.012,0.0443603542133663,Mann_Whitney
533,32294,32295,-2.39,0.0169312977189601,Mann_Whitney
534,32295,32296,-2.006,0.0450886388651405,Mann_Whitney
535,32296,32297,-2.679,0.0074308213068041,Mann_Whitney
536,32302,32303,-2.591,0.0096039064088149,Mann_Whitney
537,32309,32310,-2.554,0.0107047768326823,Mann_Whitney
538,32320,32321,-2.108,0.035176308195821,Mann_Whitney
539,32383,32384,-2.236,0.0254535786073371,Mann_Whitney
540,32523,32524,-2.077,0.0379332883721277,Mann_Whitney
541,32611,32612,-2.187,0.0288959485208031,Mann_Whitney
542,32641,32642,-2.016,0.0440018673854346,Mann_Whitney
543,32656,32657,-1.978,0.0480989864869231,Mann_Whitney
544,32757,32758,-2.298,0.0216791249359845,Mann_Whitney
545,32776,32777,-2.134,0.0330110804593791,Mann_Whitney
546,32783,32784,-3.5,0.0004677423428387,Mann_Whitney
547,32829,32830,-3.083,0.0020578027271267,Mann_Whitney
548,32830,32831,-1.983,0.0475220437299476,Mann_Whitney
549,32836,32837,-2.282,0.0225740581913389,Mann_Whitney
550,32961,32962,-2.327,0.0200728037473557,Mann_Whitney
551,32962,32963,-2.017,0.043822964604146,Mann_Whitney
552,32966,32967,-2.216,0.0268326257270336,Mann_Whitney
553,33051,33052,-2.301,0.0214845134176898,Mann_Whitney
554,33275,33276,-2.023,0.0432892477878348,Mann_Whitney
555,33289,33290,-2.347,0.0190026059027344,Mann_Whitney
556,33290,33291,-2.375,0.0176531623603264,Mann_Whitney
557,33357,33358,-2.098,0.0360760036944095,Mann_Whitney
558,33412,33413,-1.978,0.0480980019473077,Mann_Whitney
559,33416,33417,-2.113,0.0347334381831918,Mann_Whitney
560,33476,33477,-2.421,0.0155656834345774,Mann_Whitney
561,33481,33482,-3.217,0.0013044274901084,Mann_Whitney
562,33520,33521,-1.98,0.0479061445457097,Mann_Whitney
563,33533,33534,-2.289,0.0221724535768424,Mann_Whitney
564,33551,33552,-2.301,0.0214845852099079,Mann_Whitney
565,33574,33575,-2.045,0.0410398250072699,Mann_Whitney
566,33598,33599,-2.221,0.0264818676845226,Mann_Whitney
567,33610,33611,-2.899,0.0037641831627187,Mann_Whitney
568,33654,33655,-2.168,0.0303027237262872,Mann_Whitney
569,34116,34117,-2.431,0.015132488823768,Mann_Whitney
570,34179,34180,-2.127,0.0335773807594272,Mann_Whitney
571,34653,34654,-1.99,0.0467618472156032,Mann_Whitney
572,34664,34665,-1.983,0.0475222880134461,Mann_Whitney
573,34717,34718,-2.093,0.0365326951144571,Mann_Whitney
574,34848,34849,-2.617,0.0089125029859038,Mann_Whitney
575,34915,34916,-2.18,0.0294004696062349,Mann_Whitney
